"Lang";"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Full context";"Para context 1";"Lang 1"
"ru";" юукат ,овтсечонидо ушуд еещямещ еокат литущо";"уксот";"ощутил такое щемящее душу одиночество, такую";"тоску";", ";"что, кажется, отдал бы все на";"В. М. Гаршин. Трус (1879) | Vsevolod Garshin. The Coward (Bernard Isaacs, 1959)";"В. М. Гаршин";"1855";"Трус";"1879";"художественная";"";"";"";"";"";"омонимия не снята";"Но когда я уже сидел в вагоне, набитом людьми, я ощутил такое щемящее душу одиночество, такую тоску, что, кажется, отдал бы все на свете, чтоб хоть несколько минут провести с кем-нибудь из близких.";" But when I was sitting in the packed railway carriage I felt so unutterably lonely that I would have given anything in the world to have been able to be with someone near, if only for a minute or two. ";"en"
"ru";" ,алачан ьтаровх ьрепет а ,аламуд ен";"аксот";"не думала, а теперь хворать начала,";"тоска";" ";"пристала.";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Сперва не думала, а теперь хворать начала, тоска пристала.";" At first I didn't think about it, but now I've begun to be ill, and the thought never leaves me.” ";"en"
"ru";" йешав ьтсоннеркси в юурев енлопв Я";"иксот";"Я вполне верую в искренность вашей";"тоски";". ";"";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"— Я вполне верую в искренность вашей тоски.";" “I quite believe in the sincerity of your suffering.” ";"en"
"ru";" йокат лавытыпси ен ашелА ежу онваД";"иксот";"Давно уже Алеша не испытывал такой";"тоски";". ";"";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Давно уже Алеша не испытывал такой тоски.";" It was long since Alyosha had known such anguish. ";"en"
"ru";" юокобулг с ,киборг в лижолу оге";"йоксот";"его уложил в гробик, с глубокою";"тоской";" ";"смотрел на него и, когда засыпали";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Но когда мальчик через две недели помер от молочницы, то сам его уложил в гробик, с глубокою тоской смотрел на него и, когда засыпали неглубокую маленькую его могилку, стал на колени и поклонился могилке в землю.";" But when, at the end of a fortnight, the baby died of thrush, he himself laid the child in its little coffin, looked at it in profound grief, and when they were filling up the shallow little grave he fell on his knees and bowed down to the earth. ";"en"
"ru";" юунчевокев и юущбоесв ан литевто ыб";"уксот";"бы ответил на всеобщую и вековечную";"тоску";" ";"человеческую как единоличного существа, так и";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Приняв „хлебы“, ты бы ответил на всеобщую и вековечную тоску человеческую как единоличного существа, так и целого человечества вместе — это: „пред кем преклониться?";" Choosing “bread,” Thou wouldst have satisfied the universal and everlasting craving of humanity — to find some one to worship. ";"en"
"ru";" гурдв алапан оген ан ,олед еоннартс";"аксот";"странное дело, на него напала вдруг";"тоска";" ";"нестерпимая и, главное, с каждым шагом";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Но странное дело, на него напала вдруг тоска нестерпимая и, главное, с каждым шагом, по мере приближения к дому, всё более и более нараставшая.";" But, strange to say, he was overcome by insufferable depression, which grew greater at every step he took towards the house. ";"en"
"ru";" в еН ";"ексот";"Не в";"тоске";" ";"была странность, а в том, что";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Не в тоске была странность, а в том, что Иван Федорович никак не мог определить, в чем тоска состояла.";" There was nothing strange in his being depressed; what was strange was that Ivan could not have said what was the cause of it. ";"en"
"ru";" меч в ,ьтиледерпо гом ен какин";"аксот";"никак не мог определить, в чем";"тоска";" ";"состояла.";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Не в тоске была странность, а в том, что Иван Федорович никак не мог определить, в чем тоска состояла.";" There was nothing strange in his being depressed; what was strange was that Ivan could not have said what was the cause of it. ";"en"
"ru";" ятох ,утуним утэ в икат-есв И";"аксот";"И все-таки в эту минуту, хотя";"тоска";" ";"нового и неведомого действительно была в";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"И все-таки в эту минуту, хотя тоска нового и неведомого действительно была в душе его, мучило его вовсе не то.";" Yet at that moment, though the apprehension of the new and unknown certainly found place in his heart, what was worrying him was something quite different. ";"en"
"ru";"« ";"аксоТ";"«";"Тоска";" ";"до тошноты, а определить не в";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"«Тоска до тошноты, а определить не в силах, чего хочу.";" “I feel sick with depression and yet I can't tell what I want. ";"en"
"ru";" атэ ,андасод алыб ано мет ,еонвалГ";"аксот";"Главное, тем она была досадна, эта";"тоска";", ";"и тем раздражала, что имела какой-то";"Ф. М. Достоевский. Братья Карамазовы (ч. 1-2) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 1-2) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 1-2)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Главное, тем она была досадна, эта тоска, и тем раздражала, что имела какой-то случайный, совершенно внешний вид; это чувствовалось.";" What made his depression so vexatious and irritating was that it had a kind of casual, external character — he felt that. ";"en"
"ru";" атэ ясв еж илежуеН« :омярп тясорпс";"аксот";"спросят прямо: «Неужели же вся эта";"тоска";" ";"и такая тревога могли в нем";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Если же спросят прямо: «Неужели же вся эта тоска и такая тревога могли в нем произойти лишь потому, что тело его старца, вместо того чтобы немедленно начать производить исцеления, подверглось, напротив того, раннему тлению», то отвечу на это не обинуясь: «Да, действительно было так».";" If the question is asked: “Could all his grief and disturbance have been only due to the fact that his elder's body had shown signs of premature decomposition instead of at once performing miracles?” I must answer without beating about the bush, “Yes, it certainly was. ";"en"
"ru";" в ыб как алажел ,аладж от-огок";"ексот";"кого-то ждала, лежала как бы в";"тоске";" ";"и в нетерпении, с несколько побледневшим";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Именно она кого-то ждала, лежала как бы в тоске и в нетерпении, с несколько побледневшим лицом, с горячими губами и глазами, кончиком правой ноги нетерпеливо постукивая по ручке дивана.";" She certainly was expecting some one. She lay as though impatient and weary, her face rather pale and her lips and eyes hot, restlessly tapping the arm of the sofa with the tip of her right foot. ";"en"
"ru";" йеншевад мен в ьрепет аляндоп ен";"иксот";"не подняла теперь в нем давешней";"тоски";" ";"и давешнего негодования.";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Но и эта мысль о тлетворном духе, казавшаяся ему еще только давеча столь ужасною и бесславною, не подняла теперь в нем давешней тоски и давешнего негодования.";" But even this thought of the smell of corruption, which had seemed to him so awful and humiliating a few hours before, no longer made him feel miserable or indignant. ";"en"
"ru";" яашвавибу ,яамюргу ,яанморго алыб ,ятиМ ладж";"йоксот";"ждал Митя, была огромная, угрюмая, убивавшая";"тоской";" ";"душу комната, в два света, с";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Зала эта, в которой ждал Митя, была огромная, угрюмая, убивавшая тоской душу комната, в два света, с хорами, со стенами «под мрамор» и с тремя огромными хрустальными люстрами в чехлах.";" The drawing-room in which Mitya was awaiting him was a vast, dreary room that laid a weight of depression on the heart. It had a double row of windows, a gallery, marbled walls, and three immense chandeliers with glass lusters covered with shades. ";"en"
"ru";" яакобулГ ";"аксот";"Глубокая";"тоска";" ";"облегла, как тяжелый туман, его душу.";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Глубокая тоска облегла, как тяжелый туман, его душу.";" Profound dejection clung about his soul like a heavy mist. ";"en"
"ru";" яакобулГ ";"аксот";"Глубокая";"тоска";" ";"облегла, как тяжелый туман, его душу.";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Глубокая тоска облегла, как тяжелый туман, его душу.  Глубокая, страшная тоска!";" Profound dejection clung about his soul like a heavy mist.  A profound, intense dejection!  He sat thinking, but could reach no conclusion. ";"en"
"ru";" яаншартс ,яакобулГ ";"аксот";"Глубокая, страшная";"тоска";"! ";"";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Глубокая тоска облегла, как тяжелый туман, его душу.  Глубокая, страшная тоска!  Он сидел, думал, но обдумать ничего не мог.";" Profound dejection clung about his soul like a heavy mist.  A profound, intense dejection!  He sat thinking, but could reach no conclusion. ";"en"
"ru";" оН ";"аксот";"Но";"тоска";", ";"тоска неведения и нерешимости нарастала в";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Но тоска, тоска неведения и нерешимости нарастала в сердце его с быстротой непомерною.";" But a feeling of misery, the misery of uncertainty and indecision, was growing in his heart with every instant. ";"en"
"ru";" ,аксот оН ";"аксот";"Но тоска,";"тоска";" ";"неведения и нерешимости нарастала в сердце";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Но тоска, тоска неведения и нерешимости нарастала в сердце его с быстротой непомерною.";" But a feeling of misery, the misery of uncertainty and indecision, was growing in his heart with every instant. ";"en"
"ru";" ябет ан аляноган ен ботч ,алашем";"иксот";"мешала, чтоб не нагоняла на тебя";"тоски";", ";"не то ты можешь смутиться и";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"— Дмитрий Федорович, слушай, батюшка, — начал, обращаясь к Мите, Михаил Макарович, и всё взволнованное лицо его выражало горячее отеческое почти сострадание к несчастному, — я твою Аграфену Александровну отвел вниз сам и передал хозяйским дочерям, и с ней там теперь безотлучно этот старичок Максимов, и я ее уговорил, слышь ты? — уговорил и успокоил, внушил, что тебе надо же оправдаться, так чтоб она не мешала, чтоб не нагоняла на тебя тоски, не то ты можешь смутиться и на себя неправильно показать, понимаешь?";" “Listen, Dmitri Fyodorovitch, my dear fellow,” began the police captain, and there was a look of warm, almost fatherly, feeling for the luckless prisoner on his excited face. “I took your Agrafena Alexandrovna downstairs myself, and confided her to the care of the landlord's daughters, and that old fellow Maximov is with her all the time. And I soothed her, do you hear? I soothed and calmed her. I impressed on her that you have to clear yourself, so she mustn't hinder you, must not depress you, or you may lose your head and say the wrong thing in your evidence. ";"en"
"ru";" яаншартс ьсализарыв йетед хацил аН ";"аксот";"На лицах детей выразилась страшная";"тоска";". ";"";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Не заплачете от страха одни?  На лицах детей выразилась страшная тоска.  — А я бы вам за то мог вещицу одну показать, пушечку медную, из которой можно стрелять настоящим порохом.";" You won't be frightened alone and cry?”  A look of profound despondency came into the children's faces.  “And I could show you something as a reward, a little copper cannon which can be fired with real gunpowder.” ";"en"
"ru";" в алишер — ,»жу ясйаватсо ,йобот с";"ексот";"с тобой, оставайся уж», — решила в";"тоске";" ";"Грушенька, сострадательно ему улыбнувшись.";"Ф. М. Достоевский. Братья Карамазовы (ч. 3-4) (1878) | Fedor Dostoevsky. The Brothers Karamazov (parts 3-4) (Constance Garnett, 1912)";"Ф. М. Достоевский";"1821";"Братья Карамазовы (ч. 3-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"«Ну, бог с тобой, оставайся уж», — решила в тоске Грушенька, сострадательно ему улыбнувшись.";" “Well, God bless you, you'd better stay, then,” Grushenka decided in her grief, smiling compassionately at him. ";"en"
"ru";" ен отЭ ";"аксот";"Это не";"тоска";", ";"не скука, а гораздо хуже.";"Л. Н. Толстой. Анна Каренина (ч. 1-4) (1878) | Leo Tolstoy. Anna Karenina (parts 1-4) (Constance Garnett, 1911)";"Л. Н. Толстой";"1828";"Анна Каренина (ч. 1-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Это не тоска, не скука, а гораздо хуже.";" It's not unhappiness, or low spirits, but much worse. ";"en"
"ru";" овтсвуч еолежят ,ахулс и адив зи";"иксот";"из вида и слуха, тяжелое чувство";"тоски";" ";"за свое одиночество, за свою телесную";"Л. Н. Толстой. Анна Каренина (ч. 1-4) (1878) | Leo Tolstoy. Anna Karenina (parts 1-4) (Constance Garnett, 1911)";"Л. Н. Толстой";"1828";"Анна Каренина (ч. 1-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Когда народ с песнью скрылся из вида и слуха, тяжелое чувство тоски за свое одиночество, за свою телесную праздность, за свою враждебность к этому миру охватило Левина.";" When the peasants, with their singing, had vanished out of sight and hearing, a weary feeling of despondency at his own isolation, his physical inactivity, his alienation from this world, came over Levin. ";"en"
"ru";" яакат ,хА ― ";"аксот";"― Ах, такая";"тоска";" ";"была! ― сказала Лиза Меркалова.";"Л. Н. Толстой. Анна Каренина (ч. 1-4) (1878) | Leo Tolstoy. Anna Karenina (parts 1-4) (Constance Garnett, 1911)";"Л. Н. Толстой";"1828";"Анна Каренина (ч. 1-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"― Ах, такая тоска была! ― сказала Лиза Меркалова.";" ""Ah, how dreary it all was! ""said Liza Merkalova. ";"en"
"ru";" яакак ,йом ежоб ,хА ";"аксот";"Ах, боже мой, какая";"тоска";"! ";"";"Л. Н. Толстой. Анна Каренина (ч. 1-4) (1878) | Leo Tolstoy. Anna Karenina (parts 1-4) (Constance Garnett, 1911)";"Л. Н. Толстой";"1828";"Анна Каренина (ч. 1-4)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Он добр, он сам не знает, как он добр.  Ах, боже мой, какая тоска!  Дайте мне поскорее, поскорее воды!";" He's so good he doesn't know himself how good he is.  Ah, my God, what agony!  Give me some water, quick! ";"en"
"ru";" ,йиналеж яиналеж ьсиляндоп оге ешуд в";"аксот";"в душе его поднялись желания желаний,";"тоска";". ";"";"Л. Н. Толстой. Анна Каренина (ч. 5-8) (1878) | Leo Tolstoy. Anna Karenina (parts 5-8) (Constance Garnett, 1911)";"Л. Н. Толстой";"1828";"Анна Каренина (ч. 5-8)";"1878";"художественная";"";"";"";"";"";"омонимия не снята";"Он скоро почувствовал, что в душе его поднялись желания желаний, тоска.";" He was soon aware that there was springing up in his heart a desire for desires ― ennui. ";"en"
"ru";" ,хА ,";"аксот";", Ах,";"тоска";", ";"тоска!";"В. М. Гаршин. Четыре дня (1877) | Vsevolod Garshin. Four days (Bernard Isaacs, 1959)";"В. М. Гаршин";"1855";"Четыре дня";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"Былое счастье, настоящие муки… пусть бы остались одни мученья, пусть не мучат меня воспоминания, которые невольно заставляют сравнивать. , Ах, тоска, тоска!  Ты хуже ран.";" The joy that was, the anguish that is let the anguish alone remain; it is easier to bear than memories which compel comparisons.  Ah, what agony!  You are worse than wounds! ";"en"
"ru";" ,аксот ,хА ,";"аксот";", Ах, тоска,";"тоска";"! ";"";"В. М. Гаршин. Четыре дня (1877) | Vsevolod Garshin. Four days (Bernard Isaacs, 1959)";"В. М. Гаршин";"1855";"Четыре дня";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"Былое счастье, настоящие муки… пусть бы остались одни мученья, пусть не мучат меня воспоминания, которые невольно заставляют сравнивать. , Ах, тоска, тоска!  Ты хуже ран.";" The joy that was, the anguish that is let the anguish alone remain; it is easier to bear than memories which compel comparisons.  Ah, what agony!  You are worse than wounds! ";"en"
"ru";" йоньлетремс ин ,нар то илоб ин";"иксот";"ни боли от ран, ни смертельной";"тоски";", ";"ни жажды…";"В. М. Гаршин. Четыре дня (1877) | Vsevolod Garshin. Four days (Bernard Isaacs, 1959)";"В. М. Гаршин";"1855";"Четыре дня";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"Как он счастлив: он не слышит ничего, не чувствует ни боли от ран, ни смертельной тоски, ни жажды…";" How happy he must be not to hear anything, not to feel the pain of his wounds, nor the deadly anguish, nor the thirst…. ";"en"
"ru";" и олыб ен ,олыб ен икукс";"иксот";"скуки не было, не было и";"тоски";"; ";"натянутые нервы понемножку смягчались.";"И. С. Тургенев. Новь (1877) | Ivan Turgenev. Virgin Soil (Rochelle S. Townsend, 1929)";"И. С. Тургенев";"1818";"Новь";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"От двух до пяти Нежданов сидел у себя в комнате, писал письма в Петербург ― и чувствовал себя… так себе: скуки не было, не было и тоски; натянутые нервы понемножку смягчались.";" Between two and five o'clock Nejdanov stayed in his own room writing letters to his St. Petersburg friends. He was neither bored nor in despair; his overstrained nerves had calmed down somewhat. ";"en"
"ru";" и ьтсондеб и ,ьнов и ,ьзярг";"аксот";"грязь, и вонь, и бедность и";"тоска";"! ";"";"И. С. Тургенев. Новь (1877) | Ivan Turgenev. Virgin Soil (Rochelle S. Townsend, 1929)";"И. С. Тургенев";"1818";"Новь";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"Все тот же мертвенный, бессмысленный застой ― Строения без крыш, разрушенные стены, И та же грязь, и вонь, и бедность и тоска!";" The same dead, senseless stagnation; crumbling houses, crumbling walls, And the same filth, dirt, poverty, and misery. ";"en"
"ru";" ,агупси едорв отчен ,еоннартс отчен ьсолизарбози";"иксот";"изобразилось нечто странное, нечто вроде испуга,";"тоски";"… ";"";"И. С. Тургенев. Новь (1877) | Ivan Turgenev. Virgin Soil (Rochelle S. Townsend, 1929)";"И. С. Тургенев";"1818";"Новь";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"На лице Нежданова изобразилось нечто странное, нечто вроде испуга, тоски…";" A peculiar expression of fear, despair, spread itself over Nejdanov's face. ";"en"
"ru";" и асажу то лешос ен аму";"иксот";"ума не сошел от ужаса и";"тоски";"), ";"подвергли легкому наказанию; Кислякова продержали с";"И. С. Тургенев. Новь (1877) | Ivan Turgenev. Virgin Soil (Rochelle S. Townsend, 1929)";"И. С. Тургенев";"1818";"Новь";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"Из остальных его, впрочем немногочисленных, соучастников ― Машурина скрылась; Остродумов был убит одним мещанином, которого он подговаривал к восстанию и который «неловко» толкнул его; Голушкина, за его «чистосердечное раскаяние» (он чуть с ума не сошел от ужаса и тоски), подвергли легкому наказанию; Кислякова продержали с месяц под арестом, а потом выпустили и даже не препятствовали ему снова «скакать» по губерниям; Нежданова избавила смерть; Соломина, за недостатком улик, оставили в некотором подозрении ― и в покое.";" Of his few accomplices, Mashurina disappeared for a time. Ostrodumov was killed by a shopkeeper he was inciting to revolt, who had struck him an ""awkward"" blow. Golushkin, in consideration of his penitence (he was nearly frightened out of his wits), was let off lightly. Kisliakov was kept under arrest for about a month, after which he was released and even allowed to continue ""galloping"" from province of province. Nejdanov died, Solomin was under suspicion, but for lack of sufficient evidence was left in peace. ";"en"
"ru";" ";"аксоТ";"";"Тоска";" ";"на него нашла, он решился как";"И. С. Тургенев. Сон (1877) | Ivan Turgenev. The Dream (Constance Garnett, 1897)";"И. С. Тургенев";"1818";"Сон";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"Тоска на него нашла, он решился как можно скорей домой уехать, и как только доктор позволил они покинули столицу…";" He felt uneasy and distressed; he decided to go home as soon as possible and directly the doctor allowed it — they left the capital…. ";"en"
"ru";" с ьсюапысорп я и еинатомроб еониревз";"йоксот";"звериное бормотание и я просыпаюсь с";"тоской";" ";"и ужасом на душе.";"И. С. Тургенев. Сон (1877) | Ivan Turgenev. The Dream (Constance Garnett, 1897)";"И. С. Тургенев";"1818";"Сон";"1877";"художественная";"";"";"";"";"";"омонимия не снята";"И вот он снова переходит в то звериное бормотание и я просыпаюсь с тоской и ужасом на душе.";" And then it passes again into the muttering of some beast, and I fall asleep with anguish and horror in my heart. ";"en"
"ru";" юушйачобулг в яслизургоп худ а ,оген";"уксот";"него, а дух погрузился в глубочайшую";"тоску";". ";"";"Mark Twain. The Adventures of Tom Sawyer (1876) | Марк Твен. Приключения Тома Сойера (Н. Дарузес, 1950)";"Mark Twain";"1835";"The Adventures of Tom Sawyer";"1876";"художественная";"";"";"";"";"";"омонимия не снята";"Он оглядел забор, и всякая радость отлетела от него, а дух погрузился в глубочайшую тоску.";" He surveyed the fence, and all gladness left him and a deep melancholy settled down upon his spirit. ";"en"
"ru";" анлоп алыб акичьлам ашуД ";"йоксот";"Душа мальчика была полна";"тоской";", ";"и настроение соответствовало окружающей обстановке.";"Mark Twain. The Adventures of Tom Sawyer (1876) | Марк Твен. Приключения Тома Сойера (Н. Дарузес, 1950)";"Mark Twain";"1835";"The Adventures of Tom Sawyer";"1876";"художественная";"";"";"";"";"";"омонимия не снята";"Душа мальчика была полна тоской, и настроение соответствовало окружающей обстановке.";" The boy's soul was steeped in melancholy; his feelings were in happy accord with his surroundings. ";"en"
"ru";" юовс уртев оп ьтяевзар лавоборп ,юьтсодрог";"уксот";"гордостью, пробовал развеять по ветру свою";"тоску";" ";"о Бекки и наконец не выдержал.";"Mark Twain. The Adventures of Tom Sawyer (1876) | Марк Твен. Приключения Тома Сойера (Н. Дарузес, 1950)";"Mark Twain";"1835";"The Adventures of Tom Sawyer";"1876";"художественная";"";"";"";"";"";"омонимия не снята";"Несколько дней Том боролся со своей гордостью, пробовал развеять по ветру свою тоску о Бекки и наконец не выдержал.";" Tom had struggled with his pride a few days, and tried to ""whistle her down the wind, ""but failed. ";"en"
"ru";" яантумс от-яакаК ";"аксот";"Какая-то смутная";"тоска";" ";"напала на них.";"Mark Twain. The Adventures of Tom Sawyer (1876) | Марк Твен. Приключения Тома Сойера (Н. Дарузес, 1950)";"Mark Twain";"1835";"The Adventures of Tom Sawyer";"1876";"художественная";"";"";"";"";"";"омонимия не снята";"Они призадумались.  Какая-то смутная тоска напала на них.  Скоро она приняла более определенную форму: это начиналась тоска по дому.";" They fell to thinking.  A sort of undefined longing crept upon them.  This took dim shape, presently… it was budding homesickness. ";"en"
"ru";" ьсаланичан отэ :умроф юуннеледерпо еелоб алянирп";"аксот";"приняла более определенную форму: это начиналась";"тоска";" ";"по дому.";"Mark Twain. The Adventures of Tom Sawyer (1876) | Марк Твен. Приключения Тома Сойера (Н. Дарузес, 1950)";"Mark Twain";"1835";"The Adventures of Tom Sawyer";"1876";"художественная";"";"";"";"";"";"омонимия не снята";"Какая-то смутная тоска напала на них.  Скоро она приняла более определенную форму: это начиналась тоска по дому.";" They fell to thinking.  A sort of undefined longing crept upon them.  This took dim shape, presently… it was budding homesickness. ";"en"
"ru";" ьсаланичан отэ :умроф юуннеледерпо еелоб алянирп";"аксот";"приняла более определенную форму: это начиналась";"тоска";" ";"по дому.";"Mark Twain. The Adventures of Tom Sawyer (1876) | Марк Твен. Приключения Тома Сойера (Н. Дарузес, 1950)";"Mark Twain";"1835";"The Adventures of Tom Sawyer";"1876";"художественная";"";"";"";"";"";"омонимия не снята";"Скоро она приняла более определенную форму: это начиналась тоска по дому.";" This took dim shape, presently… it was budding homesickness. ";"en"
